,claim_status,video_duration_sec,video_transcription_text,video_view_count,video_like_count,video_share_count,video_download_count,video_comment_count,text_length,verified_status_verified,author_ban_status_banned,author_ban_status_under review
17285,0,30,my friends say that the musical artist prince played 27 different instruments on his debut album,87.0,25.0,8.0,0.0,0.0,96,False,False,False
8969,1,53,"someone discovered on tv a claim that a single lightning bolt has enough energy to toast 100,000 slices of bread",973761.0,311645.0,65841.0,3329.0,541.0,112,False,True,False
8063,1,59,i encountered a story mentioning that the origins of the banjo instrument begin in africa,236365.0,12213.0,3290.0,161.0,16.0,89,False,False,False
12349,0,14,our point of view is that the volcano olympus mons on mars is over 3 times taller than mount everest,237.0,16.0,5.0,0.0,0.0,100,False,False,False
6856,1,37,a colleague read  in the media that baby spiders are called spiderlings,462731.0,166860.0,54928.0,1287.0,611.0,71,False,False,False
5827,1,46,i read  in the media that marie curie is the only person with two nobel prizes in different sciences,593789.0,232388.0,85901.0,1068.0,367.0,100,False,False,False
15308,0,33,"my family's feeling is that every three seconds, there is a birth taking place somewhere in the world",7522.0,151.0,15.0,2.0,1.0,101,False,False,False
5649,1,42,i read  on a website that one strand of hair can hold up to 3 ounces of weight,116201.0,2670.0,647.0,37.0,17.0,78,False,True,False
8054,1,30,i read a story claiming that lightning strikes somewhere on earth about 100 times every second,708235.0,254726.0,74944.0,1896.0,937.0,94,False,False,True
4475,1,21,i learned  online a claim that sound actually travels in space,563284.0,109189.0,34182.0,857.0,155.0,62,False,False,False
17892,0,58,"my friends are willing to bet that about once a year, an asteroid the size of a car enters earth’s atmosphere",576.0,37.0,1.0,1.0,0.0,109,False,False,False
4762,1,52,i learned  on social media a claim that mice typically only live for 6 months in the wild,842234.0,138984.0,5207.0,2636.0,1186.0,89,False,False,False
14123,0,55,"my friends' feeling is that the largest prime number has 17,425,170 digits",322.0,134.0,48.0,3.0,0.0,74,True,False,False
13723,0,15,my friends' opinion is that melting glaciers make fizzy noises,4163.0,1181.0,247.0,18.0,5.0,62,False,True,False
2379,1,17,a friend read  online a claim that lightning strikes somewhere on earth about 100 times every second,308572.0,196488.0,70408.0,3121.0,1495.0,100,False,False,True
15278,0,37,my family's feeling is that the longest location name on the planet earth is 85 letters in english.,6327.0,734.0,257.0,3.0,0.0,99,True,False,False
12817,0,35,our impression is that bathwater stays warmer for a longer duration with bubbles,2263.0,913.0,93.0,20.0,7.0,80,False,False,False
12061,0,52,my reasoning is that the average user checks their mobile phone around 150 times each day,31.0,6.0,2.0,0.0,0.0,89,False,False,False
11873,0,37,my sentiment is that over 60% of the world's population has access to the internet,7373.0,219.0,27.0,5.0,1.0,82,False,False,False
15240,0,49,my family's feeling is that elvis presley has sold more records than the music band the beatles,4797.0,686.0,197.0,15.0,3.0,95,False,False,False
15584,0,36,my family's reasoning is that cats can't taste sweet flavors,7943.0,2010.0,126.0,47.0,1.0,60,True,False,False
11491,0,50,my thinking is that bathwater stays warmer for a longer duration with bubbles,831.0,296.0,83.0,5.0,1.0,77,False,False,False
8369,1,11,a colleague located an article mentioning that the world’s largest pyramid cannot be found in egypt,548482.0,146292.0,54282.0,1737.0,945.0,99,False,False,False
8837,1,19,someone discovered on the news that millions of trees are estimated to be planted by squirrels that forgot their buried nuts,30292.0,8918.0,3311.0,191.0,9.0,124,False,False,False
395,1,58,a friend told me someone revealed that no two teeth from different people will ever be alike,307235.0,134023.0,37188.0,1470.0,20.0,92,False,False,False
3544,1,18,someone learned  from the news that an average user spends 40% of their day on the internet,846071.0,131504.0,650.0,2577.0,1372.0,91,False,True,False
9451,1,14,"a colleague discovered on tv that blue whales eat 500,000 calories in 1 mouthful on average",982945.0,313221.0,2157.0,7343.0,59.0,91,False,False,False
5628,1,48,i read  on a website that cannonballs were the first objects thrown in international shot put events in the early 1900s,300238.0,181626.0,11852.0,180.0,64.0,119,False,True,False
18835,0,36,my colleagues are convinced  that there’s a planet made of diamonds two times the size of earth,8893.0,2049.0,335.0,11.0,4.0,95,False,False,False
16687,0,31,my colleagues' position is that the eiffel tower gets taller during the summer,8637.0,879.0,209.0,4.0,1.0,78,False,False,False
17631,0,42,i am willing to bet that baked beans are not actually baked,7492.0,2926.0,763.0,43.0,9.0,59,False,False,False
4574,1,60,i learned  on an internet forum a claim that no two tongue prints are alike,15066.0,131.0,40.0,1.0,1.0,75,False,False,False
13461,0,12,"my friends' point of view is that the most recorded song in history is ""summertime"" written by george gershwin and dorothy heyward",845.0,335.0,61.0,3.0,1.0,130,True,False,True
15386,0,56,my family's sentiment is that it is physically impossible for humans to keep their eyes open while sneezing,6291.0,151.0,59.0,0.0,0.0,107,False,False,False
6440,1,6,a colleague learned  on a website a claim that up to 20% of power outages in the u.s. are due to squirrels chewing through the lines,238538.0,98583.0,37276.0,1450.0,620.0,132,False,False,False
7646,1,28,someone read a report mentioning that new elements have been discovered outside the periodic table,218954.0,65406.0,4544.0,859.0,554.0,98,False,True,False
7670,1,20,someone read a report mentioning that bathwater stays warmer for a longer duration with bubbles,175153.0,52248.0,17966.0,572.0,195.0,95,False,False,False
5634,1,8,i read  on a website that the sunset is blue on mars,255796.0,105234.0,25171.0,1192.0,468.0,52,False,False,False
2510,1,15,a friend read  in the media that artificial banana flavoring is based on an extinct banana type,338293.0,44921.0,13179.0,869.0,328.0,95,False,False,False
16303,0,18,my colleagues' understanding is that up to 20% of power outages in the u.s. are due to squirrels chewing through the lines,847.0,216.0,15.0,1.0,0.0,122,True,False,False
4824,1,5,i learned  in a discussion board a claim that the origins of the banjo instrument begin in africa,392440.0,190433.0,12547.0,2299.0,73.0,97,False,False,False
2616,1,57,a friend read  on social media that 170-year-old champagne was found under the baltic sea,87524.0,41149.0,5368.0,249.0,104.0,89,False,False,True
5342,1,38,i read  on an internet forum a claim that cold water is just as cleansing as hot water,934594.0,261944.0,59367.0,4740.0,360.0,86,False,False,False
2951,1,33,a friend read  in the media that sound actually travels in space,975762.0,388823.0,61100.0,4097.0,2607.0,64,False,True,False
3859,1,53,someone read  on an internet forum a claim that the folds in a chef’s hat represents the number of ways that someone can cook an egg,587390.0,255026.0,42198.0,2719.0,1054.0,132,False,True,False
9774,0,16,"i believe that the odds of getting a set of cards referred to as a royal flush is 1 in 649,740",4924.0,1739.0,261.0,33.0,8.0,94,False,False,False
4174,1,60,someone read  on a website a claim that there are 7100+ islands in the philippines,495258.0,315708.0,77995.0,1923.0,204.0,82,False,False,False
6875,1,28,a colleague read  in the media a claim that the cheetah is the fastest land animal on earth,988644.0,389081.0,50450.0,1980.0,345.0,91,False,False,False
14399,0,59,"my friends' reasoning is that the canary islands are named after types of dogs, not birds",9707.0,920.0,246.0,2.0,1.0,89,False,False,False
12676,0,34,our thinking is that strawberries are the only known fruit to grow their seeds externally,8363.0,1216.0,262.0,28.0,3.0,89,False,False,False
17179,0,22,my friends tell me that microbes from the sahara desert help feed the amazon rainforest,9746.0,2984.0,626.0,57.0,17.0,87,False,False,False
16910,0,14,my colleagues' hypothesis is that the band metallica is the first and only group to play on all seven continents,1299.0,449.0,7.0,9.0,1.0,112,False,False,False
1525,1,58,a friend learned  online that more businesses will be owned by women than men by 2045,838048.0,69503.0,10477.0,601.0,280.0,85,False,False,False
1668,1,9,a friend learned  on an internet forum a claim that a dog’s sense of smell is much more powerful than a human's,485406.0,113043.0,22824.0,1090.0,556.0,111,False,False,False
2804,1,17,a friend read  on a website that the moon is moving away from the earth,668706.0,239561.0,92429.0,2919.0,753.0,71,False,False,False
11877,0,58,my sentiment is that cannonballs were the first objects thrown in international shot put events in the early 1900s,1012.0,288.0,63.0,1.0,0.0,114,False,False,False
2170,1,45,a friend learned  from the news a claim that sweden has the most islands of any country,665799.0,173029.0,48228.0,806.0,80.0,87,False,False,False
2347,1,52,"a friend read  online a claim that shanghai, china has the world's longest subway system",880947.0,290261.0,49648.0,2920.0,964.0,88,False,False,False
16304,0,17,my colleagues' understanding is that honeybees can recognize human faces,4447.0,482.0,6.0,6.0,2.0,72,False,False,False
1709,1,53,a friend learned  on an internet forum a claim that ketchup leaves the bottle at a measured speed of 25 miles per year,292983.0,79182.0,1626.0,1514.0,198.0,118,False,False,True
12813,0,5,our impression is that the sun takes over one earth month to make a full rotation,8703.0,2721.0,794.0,18.0,6.0,81,False,False,True
4627,1,50,i learned  from the media that human eyeballs do not grow or change their size as they age,608617.0,279679.0,97989.0,5132.0,2864.0,90,False,False,False
6920,1,38,a colleague read  on social media that the japanese word ‘karaoke’ comes from a phrase meaning ’empty orchestra’,864444.0,500065.0,1395.0,6514.0,2581.0,112,False,False,False
11826,0,8,my feeling is that armadillos have bulletproof shells,6569.0,1254.0,209.0,7.0,1.0,53,False,False,False
7022,1,57,a colleague read  in a discussion board that ancient egyptians slept on pillows made of stone,522824.0,202391.0,3299.0,2286.0,281.0,93,False,False,False
2392,1,19,a friend read  on an internet forum that a modern formula 1 racing car can drive upside down in a tunnel at 120mph,839239.0,201773.0,14145.0,3073.0,1431.0,114,False,False,False
13548,0,32,my friends' view is that most car horns honk in the key of f,7786.0,528.0,72.0,5.0,0.0,60,False,False,False
9719,0,25,i believe that the busiest airport in the world is in the united states,8581.0,3688.0,80.0,55.0,22.0,71,False,False,True
11820,0,16,my feeling is that the people who are currently alive are only 7% of the total number of people who have ever lived,7963.0,3373.0,1342.0,12.0,4.0,115,False,False,False
11245,0,9,my point of view is that the average american spends time totalling 2.5 days annually looking for lost items,1944.0,581.0,88.0,1.0,0.0,108,False,False,False
18690,0,6,my friends are convinced  that frigate birds can sleep while flying,2396.0,936.0,326.0,16.0,4.0,67,False,False,False
4713,1,22,i learned  on social media that ancient egyptians slept on pillows made of stone,50322.0,9356.0,3438.0,222.0,17.0,80,False,False,False
1506,1,50,a colleague claimed the media revealed the largest recorded snowflake was 15 inches wide,261474.0,132101.0,19285.0,2750.0,1080.0,88,False,False,False
7248,1,52,a colleague read  in the news a claim that it would take a 50 petabyte drive to store every written work ever created,796201.0,42454.0,1578.0,226.0,80.0,117,False,False,False
562,1,27,the news told me someone discovered that a day on mars is about the same length as on earth,817952.0,19182.0,4477.0,324.0,12.0,91,False,False,False
10866,0,10,my colleagues think that it is physically impossible for humans to keep their eyes open while sneezing,4051.0,1706.0,522.0,24.0,2.0,102,False,False,False
9241,1,26,"i discovered on the radio that your heart beats 100,000 times a day",571140.0,179727.0,21569.0,1589.0,156.0,67,False,False,True
4561,1,51,i learned  on an internet forum a claim that india’s trains transport roughly 23 million passengers each day,800732.0,477921.0,609.0,7329.0,3810.0,108,False,False,False
12508,0,5,our opinion is that canada has the most lakes in the world,5952.0,2592.0,536.0,25.0,3.0,58,False,False,False
13164,0,43,our position is that strawberries are the only known fruit to grow their seeds externally,269.0,54.0,5.0,1.0,0.0,89,False,False,False
1863,1,9,a friend learned  on social media that lemurs were previously the size of gorillas,808164.0,495753.0,95748.0,5830.0,672.0,82,False,False,False
2194,1,40,a friend learned  from the media that 90% of goods are shipped by ocean freight,189583.0,120628.0,11430.0,2854.0,736.0,79,False,False,False
2319,1,53,"a friend read  online that in a deck of cards, the king of hearts is the only king without a mustache",867175.0,539544.0,18257.0,6892.0,958.0,101,False,False,False
6479,1,53,a colleague learned  from the news that people don’t sneeze in their sleep,269528.0,26393.0,5044.0,29.0,10.0,74,False,False,True
3976,1,22,someone read  on social media that singapore has the fastest internet connectivity in the world.,24478.0,5290.0,401.0,105.0,60.0,96,False,False,False
16042,0,47,my colleagues' opinion is that there’s a planet made of diamonds two times the size of earth,1927.0,850.0,148.0,12.0,4.0,92,False,False,False
12388,0,47,our point of view is that bottled water has an expiration date,4633.0,755.0,277.0,10.0,1.0,62,True,False,False
8794,1,17,a friend discovered on the radio a claim that honeybees can recognize human faces,683725.0,290800.0,92251.0,1994.0,838.0,81,False,False,True
5393,1,25,i read  in the media a claim that making emotional facial expressions can prompt humans to have those emotions,408934.0,27294.0,1844.0,229.0,113.0,110,False,False,False
8931,1,35,someone discovered on tv that human eyeballs do not grow or change their size as they age,584711.0,2064.0,797.0,33.0,3.0,89,False,True,False
3901,1,23,someone read  in the media that people are born with only 2 natural fears: the fear of falling and the fear of loud sounds,111704.0,39783.0,3914.0,203.0,98.0,122,False,False,True
2254,1,52,a friend learned  from the media a claim that the longest location name on the planet earth is 85 letters in english.,197907.0,13166.0,1298.0,66.0,8.0,117,False,False,False
116,1,50,a friend mentioned someone discovered that the tallest tower of cupcakes ever made was over 35 feet,56142.0,27239.0,1540.0,390.0,172.0,99,False,False,False
15401,0,49,my family's sentiment is that alaska is the only u.s. state whose name can be typed on a single row on the american standard keyboard,6892.0,708.0,133.0,13.0,4.0,133,False,False,False
6135,1,32,a colleague learned  from the media a claim that the longest possible train journey in the world is from portugal to singapore,948074.0,407229.0,46192.0,8336.0,4221.0,126,False,False,False
7997,1,15,"i read a story mentioning that every three seconds, there is a birth taking place somewhere in the world",405822.0,28618.0,8137.0,189.0,82.0,104,False,False,True
16864,0,11,my colleagues' belief is that the elasticity of rubber bands will last much longer when they are refrigerated,6804.0,798.0,256.0,10.0,3.0,109,False,False,False
18611,0,28,"my friends are convinced  that american industrialist andrew carnegie had a net worth of $475 million usd, worth over $300 billion usd today",3004.0,324.0,27.0,8.0,3.0,140,False,False,False
13993,0,51,my friends' impression is that elephants will console each other during stressful situations,3450.0,1185.0,293.0,24.0,0.0,92,False,False,False
9631,0,26,"i think that 99% of individuals in denmark, ireland and the united arab emirates have internet access",7381.0,2663.0,317.0,46.0,14.0,101,False,False,False
670,1,39,the news mentioned someone revealed that marie curie is the only person with two nobel prizes in different sciences,110263.0,44275.0,1558.0,819.0,32.0,115,False,False,False
10618,0,48,my friends understand that saturn is less dense than water,4418.0,141.0,23.0,1.0,0.0,58,False,False,False
13436,0,56,our hypothesis is that the town of calama in chile has never experienced rain,865.0,207.0,55.0,3.0,1.0,77,True,False,False
13016,0,36,our sentiment is that evidence from seymour island suggest that penguins were once 6 ft tall,883.0,319.0,107.0,5.0,2.0,92,False,False,False
3433,1,49,someone learned  in a discussion board a claim that 12 plants and 5 animals make up 75% of diets around the world,849403.0,389981.0,95016.0,7389.0,2683.0,113,False,True,False
17440,0,5,i am willing to say that the tallest tower of cupcakes ever made was over 35 feet,1926.0,423.0,99.0,7.0,2.0,81,False,False,False
7528,1,22,a friend encountered a study claiming that avocados never ripen while they are still attached to the tree,502371.0,234305.0,6953.0,3912.0,2234.0,105,False,False,False
5831,1,38,i read  in the media that china owns all of the pandas in the world,300152.0,123295.0,9016.0,2850.0,822.0,67,False,False,True
11000,0,55,my colleagues understand that dragonflies can see in all directions at the same time,3568.0,209.0,82.0,2.0,0.0,84,False,False,False
4338,1,12,someone read  in the media that it rains diamonds on jupiter and saturn,226762.0,136867.0,30339.0,2444.0,238.0,71,False,False,False
14716,0,56,my family's view is that seventy percent of small businesses are owned and operated by a single person.,3303.0,84.0,21.0,1.0,0.0,103,False,False,False
15336,0,39,my family's sentiment is that the longest commercial flight in history took around 30 hours,7403.0,521.0,88.0,12.0,4.0,91,False,False,False
11065,0,38,my colleagues feel that new islands are being formed by volcanoes in the sea everyday,4605.0,996.0,156.0,15.0,2.0,85,False,False,False
7945,1,29,someone discovered a report claiming that the continental tectonic plates move at the same rate that fingernails grow,740285.0,465444.0,1409.0,6930.0,3783.0,117,False,False,True
7740,1,27,someone read a report claiming that the tallest tower of cupcakes ever made was over 35 feet,776573.0,433912.0,160448.0,3915.0,932.0,92,False,True,False
18462,0,54,my colleagues are willing to bet that it is illegal to waste food in french supermarkets,8442.0,3497.0,1104.0,25.0,10.0,88,False,False,False
1825,1,17,a friend learned  in the media a claim that the queens in ant colonies live for around 30 years,510647.0,57685.0,7377.0,599.0,247.0,95,False,False,False
1579,1,24,"a friend learned  online a claim that the oldest surviving song is around 3,500 years old",657060.0,387508.0,137463.0,4675.0,2260.0,89,False,False,False
13399,0,57,"our hypothesis is that in japan, its considered good luck when a sumo wrestler makes your baby cry",8967.0,2260.0,447.0,15.0,2.0,98,False,False,False
3814,1,19,someone read  on an internet forum that 170-year-old champagne was found under the baltic sea,482292.0,132847.0,37442.0,2718.0,1783.0,93,False,False,False
8529,1,5,a friend discovered on the news that mobile phone use in india is nearly 100%,36207.0,8121.0,1232.0,72.0,16.0,77,False,False,True
5320,1,11,i read  on an internet forum a claim that adult cats only meow to humans,175049.0,8103.0,754.0,111.0,20.0,72,False,False,False
3705,1,35,someone learned  from the media a claim that leeches were historically used to predict the weather,978282.0,343442.0,71437.0,1904.0,874.0,98,True,False,False
2568,1,25,a friend read  in the media a claim that cats can't taste sweet flavors,491755.0,238571.0,13154.0,1999.0,826.0,71,False,False,False
16011,0,60,"my colleagues' opinion is that the oldest surviving song is around 3,500 years old",5863.0,677.0,28.0,10.0,0.0,82,False,False,False
9441,1,60,a colleague discovered on tv that evidence from seymour island suggest that penguins were once 6 ft tall,390012.0,141678.0,31382.0,1323.0,183.0,104,False,False,False
878,1,50,i mentioned an expert discovered that a pound of houseflies contains more protein than a pound of beef,366699.0,158776.0,4120.0,3329.0,1207.0,102,False,True,False
2277,1,13,a friend read  online that humans will live on mars by 2035,82519.0,48521.0,835.0,724.0,196.0,59,False,False,False
14531,0,55,my friends' hypothesis is that drone deliveries are already happening and will become common by 2025,6670.0,145.0,54.0,1.0,0.0,100,True,False,False
2647,1,7,a friend read  on social media a claim that the moon’s craters might be the coldest places in the solar system,898538.0,237171.0,48097.0,1007.0,410.0,110,False,False,False
11702,0,56,my impression is that china owns all of the pandas in the world,1659.0,212.0,30.0,1.0,0.0,63,False,False,False
7054,1,23,a colleague read  in a discussion board a claim that india’s trains transport roughly 23 million passengers each day,564030.0,238373.0,40303.0,4706.0,3080.0,116,False,False,False
3255,1,32,someone learned  from the media a claim that buttermilk does not contain any butter,986012.0,82979.0,1515.0,1042.0,325.0,83,False,False,False
14283,0,49,my friends' position is that mars has running water,2361.0,500.0,87.0,9.0,0.0,51,True,False,False
9826,0,54,i understand that sound actually travels in space,9464.0,3416.0,1162.0,74.0,1.0,49,False,False,False
15063,0,29,my family's understanding is that the moon’s craters might be the coldest places in the solar system,9676.0,3109.0,251.0,76.0,2.0,100,False,False,False
15748,0,57,my family's hypothesis is that sneezing while traveling at 60 mph makes you close your eyes for 50 feet,4134.0,1038.0,47.0,11.0,0.0,103,False,False,False
13332,0,52,our hypothesis is that there are more microorganisms in one teaspoon of soil than people on the planet,8806.0,2637.0,545.0,13.0,5.0,102,False,False,False
9306,1,55,i discovered on the radio a claim that the insect population of the world is 1 billion times more than the world population,595007.0,329116.0,65864.0,5985.0,1819.0,123,False,False,False
11624,0,44,my understanding is that the folds in a chef’s hat represents the number of ways that someone can cook an egg,1871.0,800.0,193.0,3.0,0.0,109,False,False,False
7445,1,14,"a friend read a study claim that the canary islands are named after types of dogs, not birds",481707.0,271557.0,99112.0,5621.0,2888.0,92,False,False,False
16567,0,16,my colleagues' sentiment is that canned pumpkins do not contain actual pumpkins,2019.0,141.0,51.0,3.0,1.0,79,False,False,False
10640,0,26,my friends understand that q' is the only letter that doesn’t appear in any u.s. state name,5177.0,900.0,155.0,20.0,1.0,91,False,False,False
3007,1,27,a friend read  in the media a claim that ancient egyptians slept on pillows made of stone,727041.0,85259.0,17287.0,1418.0,22.0,89,False,False,False
7701,1,34,someone read a report claiming that bangkok's full name has 163 letters,196853.0,67722.0,21690.0,408.0,111.0,71,False,False,False
111,1,56,a friend mentioned someone discovered that a single day on venus takes 243 earth days,426268.0,155933.0,50782.0,3414.0,1935.0,85,False,False,False
14653,0,36,my family's point of view is that the cheetah is the fastest land animal on earth,1761.0,132.0,40.0,2.0,0.0,81,False,False,True
4530,1,37,i learned  on an internet forum that take out restaurants have been found in the remains of pompeii,626491.0,246310.0,30509.0,1257.0,214.0,99,False,False,False
958,1,26,i told them an expert discovered that some trees in melbourne have email addresses,704428.0,190707.0,3649.0,402.0,48.0,82,False,False,False
15593,0,11,my family's reasoning is that violin bows are made from horsehair,1176.0,424.0,101.0,8.0,3.0,65,False,False,False
16969,0,50,my colleagues' hypothesis is that leeches were historically used to predict the weather,2203.0,954.0,232.0,12.0,1.0,87,False,False,False
4068,1,19,someone read  in a discussion board that the busiest airport in the world is in the united states,59799.0,29209.0,10553.0,446.0,54.0,97,False,True,False
5692,1,49,i read  on a website a claim that a full jumbo jet tank has enough fuel to drive a car around the world four times,977635.0,602262.0,116083.0,5007.0,2728.0,114,False,False,False
18941,0,60,in my opinion a snail can sleep for three years,7146.0,1301.0,337.0,2.0,0.0,47,False,False,False
9301,1,37,i discovered on the radio a claim that the world’s largest pyramid cannot be found in egypt,777108.0,313087.0,80188.0,4250.0,1871.0,91,False,False,False
14264,0,47,my friends' position is that the longest commercial flight in history took around 30 hours,4567.0,510.0,40.0,9.0,2.0,90,True,False,False
4111,1,10,someone read  in a discussion board a claim that neptune radiates more heat than it gets from the sun,510026.0,202223.0,58906.0,2433.0,1184.0,101,False,False,False
6400,1,26,a colleague learned  on a website that the longest recorded tennis match lasted for 11 hours,213480.0,82495.0,4659.0,573.0,113.0,92,False,False,False
12643,0,31,our thinking is that our sense of smell and taste decreases by 20%-50% during airplane flights,3795.0,655.0,92.0,6.0,1.0,94,False,False,False
954,1,34,i told them an expert discovered that there might be a huge planet in this solar system,595245.0,268891.0,50915.0,1462.0,485.0,87,False,False,False
2735,1,13,a friend read  in a discussion board a claim that india’s trains transport roughly 23 million passengers each day,734001.0,278796.0,12223.0,3783.0,147.0,113,False,False,False
2178,1,53,a friend learned  from the news a claim that melting glaciers make fizzy noises,921301.0,164847.0,14212.0,3776.0,2399.0,79,False,False,True
2329,1,35,a friend read  online a claim that dubai is an island created by humans,694903.0,107678.0,15426.0,15.0,9.0,71,False,False,False
868,1,9,i mentioned an expert discovered that jupiter has the most moons,746580.0,383216.0,59572.0,7926.0,4240.0,64,False,False,False
5632,1,21,i read  on a website that the cheetah is the fastest land animal on earth,387885.0,196838.0,53279.0,2299.0,346.0,73,False,False,False
5657,1,15,i read  on a website that flossing your teeth improves memory,93449.0,7070.0,185.0,154.0,18.0,61,False,False,False
4179,1,32,someone read  on a website a claim that the first electric vehicle was created in 1832,518583.0,291898.0,12424.0,1252.0,192.0,86,False,True,False
18336,0,26,my colleagues are willing to wager that vinyl record sales now surpass compact disc sales,1122.0,345.0,31.0,5.0,1.0,89,False,False,False
16759,0,31,my colleagues' reasoning is that no two tongue prints are alike,5138.0,242.0,60.0,3.0,1.0,63,False,False,False
8914,1,48,someone discovered on tv that the sun takes over one earth month to make a full rotation,178180.0,44346.0,17117.0,199.0,16.0,88,False,False,False
5599,1,6,i read  in a discussion board a claim that bees can fly higher than mount everest,816264.0,210245.0,53258.0,1252.0,295.0,81,False,False,True
2432,1,60,a friend read  on an internet forum that china is the world’s largest silk producer,918098.0,320363.0,69486.0,5988.0,2231.0,83,False,False,False
9475,1,48,a colleague discovered on tv a claim that an average user spends 40% of their day on the internet,746639.0,8800.0,237.0,145.0,30.0,97,False,False,False
15112,0,32,my family's understanding is that ketchup leaves the bottle at a measured speed of 25 miles per year,4638.0,1822.0,715.0,32.0,5.0,100,False,False,False
3597,1,33,someone learned  from the news a claim that the longest recorded cricket match lasted 14 days,533270.0,72682.0,18579.0,159.0,11.0,93,False,False,False
11745,0,48,my impression is that flossing your teeth improves memory,5454.0,1176.0,326.0,19.0,7.0,57,False,False,True
1693,1,26,a friend learned  on an internet forum a claim that the people who are currently alive are only 7% of the total number of people who have ever lived,274506.0,181794.0,16759.0,514.0,331.0,148,False,False,False
13109,0,30,our position is that it is illegal to waste food in french supermarkets,6440.0,739.0,176.0,11.0,3.0,71,False,False,False
14699,0,50,my family's point of view is that around 50% of the mined gold on earth comes from one source,718.0,196.0,47.0,2.0,1.0,93,False,False,False
13563,0,47,my friends' view is that the musical artist prince played 27 different instruments on his debut album,2018.0,278.0,29.0,5.0,2.0,101,False,False,False
10904,0,57,my colleagues believe that the most productive work day of the week is tuesday,3967.0,344.0,69.0,3.0,1.0,78,False,False,True
17933,0,56,my friends are willing to bet that mice typically only live for 6 months in the wild,7329.0,864.0,88.0,4.0,0.0,84,True,False,False
13469,0,46,"my friends' point of view is that the city with the largest bus network in the world is jakarta, indonesia",6709.0,951.0,302.0,23.0,0.0,106,False,False,False
18373,0,39,my colleagues are willing to wager that j is the only letter that doesn’t appear on the periodic table of elements,7293.0,1997.0,495.0,48.0,1.0,114,False,False,False
3142,1,31,someone learned  on an internet forum that the world’s largest pyramid cannot be found in egypt,150677.0,57395.0,323.0,210.0,23.0,95,False,True,False
13425,0,22,our hypothesis is that baby spiders are called spiderlings,2868.0,616.0,214.0,7.0,1.0,58,False,False,False
18138,0,17,my family is willing to wager that the dwarf planet pluto was named by an 11-year-old girl,1401.0,574.0,153.0,5.0,1.0,90,False,False,False
2116,1,11,a friend learned  from the news that the pupil of a goat is rectangular,428164.0,72046.0,28614.0,1266.0,818.0,71,False,False,False
18335,0,29,my colleagues are willing to wager that the first electric vehicle was created in 1832,967.0,167.0,6.0,3.0,1.0,86,False,False,True
1487,1,36,a colleague claimed the media revealed australia has the most number of venomous snakes worldwide,393301.0,13682.0,3444.0,118.0,43.0,97,False,False,False
18434,0,23,my colleagues are willing to bet that the car radio was first introduced in 1922,7017.0,1723.0,376.0,33.0,7.0,80,False,False,False
4809,1,38,i learned  in a discussion board that around 50% of the mined gold on earth comes from one source,740835.0,286064.0,92841.0,3805.0,451.0,97,False,False,False
4796,1,6,i learned  in a discussion board that the microwave oven was an accidental invention,217297.0,15474.0,5543.0,22.0,10.0,84,False,False,False
1596,1,16,a friend learned  online a claim that penguins can jump as high as 9 feet in the air,411215.0,153919.0,54644.0,54.0,4.0,84,False,False,False
17257,0,6,my friends tell me that the dwarf planet pluto was named by an 11-year-old girl,8705.0,1198.0,205.0,24.0,7.0,79,False,False,False
3868,1,47,someone read  on an internet forum a claim that you can burn calories just by standing,696604.0,283203.0,17079.0,6860.0,2301.0,86,False,False,True
12104,0,30,my reasoning is that the largest pair of eyes in the world belongs to the giant squid,4273.0,1041.0,280.0,12.0,2.0,85,False,False,False
16070,0,14,my colleagues' opinion is that only one-fourth of the sahara desert is sandy,6413.0,2723.0,561.0,51.0,11.0,76,False,False,False
3682,1,49,someone learned  from the media a claim that the harmonica is the best selling musical instrument,25485.0,1282.0,478.0,19.0,9.0,97,False,False,False
16670,0,40,"my colleagues' position is that your heart beats 100,000 times a day",3498.0,649.0,84.0,3.0,0.0,68,False,False,False
17241,0,29,my friends tell me that there are billions of eggs produced commercially each year,5737.0,1906.0,64.0,42.0,5.0,82,False,False,False
9211,1,19,i discovered on tv a claim that pineapples are named after pinecones,312611.0,148616.0,4557.0,1966.0,128.0,68,False,True,False
851,1,24,i mentioned an expert discovered that the first electric vehicle was created in 1832,416143.0,211418.0,74574.0,3125.0,2075.0,84,False,False,False
12629,0,10,our thinking is that antarctica is the only continent without any reptiles or snakes,6656.0,1181.0,158.0,18.0,3.0,84,False,False,False
11599,0,22,my understanding is that penguins can jump as high as 9 feet in the air,6267.0,122.0,13.0,1.0,0.0,71,False,False,False
18655,0,7,"my friends are convinced  that through the seasons, a reindeer’s eyes will change color",8731.0,454.0,39.0,1.0,0.0,87,False,False,False
10448,0,35,my friends think that the population of the united states increases by one person every 12 seconds,2869.0,584.0,17.0,4.0,1.0,98,True,False,False
905,1,6,i reported an expert discovered that the car radio was first introduced in 1922,941529.0,102346.0,7463.0,371.0,175.0,79,False,True,False
17315,0,19,"my friends say that through the seasons, a reindeer’s eyes will change color",8652.0,823.0,48.0,11.0,2.0,76,False,False,False
4512,1,8,i learned  on an internet forum that the earliest playable recording of a person singing was recorded in 1860,422314.0,80506.0,13242.0,581.0,137.0,109,False,False,False
